Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Bet Priority,Bet Tier,Bet Flag,Avg vs Line,Line Consistency,Bet Confidence,Line,Actual,W/L,,🔷 Moderate Easy,🔹 Slight Easy,🔵 Strong Easy
Disposal,13,Mac Andrew,GCS,GEE,KeyD,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔷 Moderate Easy,,,🟡 STRONG BET - Long Travel,3%,60%,,13,11,1,,,,
Mark,13,Caleb Daniel,NTH,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,🟡 STRONG BET - Long Travel,14%,55%,,3.5,4,-1,,,,
Disposal,13,Harris Andrews,BRL,ADE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟡 STRONG BET - Long Travel,2%,50%,,13,14,-1,,,,
Disposal,13,Jack Payne,BRL,ADE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟡 STRONG BET - Long Travel,9%,55%,,11,18,-1,,,,
Disposal,10,Bayley Fritsch,MEL,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,1%,50%,#REF!,9.5,7,1,,,,
Disposal,10,Jesse Hogan,GWS,FRE,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,3%,75%,#REF!,12.5,11,1,,,,
Tackle,15,Jack Steele,STK,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🤔 CONSIDER #7 - Strong DvP + Tackle,7%,58%,,7.5,5,1,,,,
Tackle,15,Jye Caldwell,ESS,FRE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,-8%,44%,,7.5,5,1,,,,
Disposal,10,Josh Treacy,FRE,GWS,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,5%,33%,#REF!,10.5,11,-1,,,,
Tackle,15,Zach Merrett,ESS,FRE,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,-18%,62%,,4.5,3,1,,,,
Tackle,15,Jack Macrae,STK,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🤔 CONSIDER #7 - Strong DvP + Tackle,7%,63%,,5,6,-1,,,,
Disposal,10,Aaron Naughton,WBD,ESS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,1%,56%,#REF!,11.5,11,1,,,,
Disposal,10,Patrick Dangerfield,GEE,PTA,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,5%,67%,#REF!,16,3,1,,,,
Disposal,10,Jack Darling,NTH,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,-4%,56%,#REF!,10.5,17,-1,,,,
Mark,10,Jeremy Cameron,GEE,PTA,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,4%,56%,#REF!,5,8,-1,,,,
Disposal,11,Jake Waterman,WCE,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,-4%,57%,#REF!,11,7,1,,,,
Tackle,15,Hunter Clark,STK,COL,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🤔 CONSIDER #7 - Strong DvP + Tackle,20%,60%,,4,5,-1,,,,
Tackle,15,Josh Dunkley,BRL,GEE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,8%,57%,,6,10,-1,,,,
Disposal,12,Nate Caddy,ESS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,9%,40%,,10.5,10,1,,,,
Mark,16,Josh Treacy,FRE,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,16%,43%,,4.5,4,1,,,,
Tackle,15,Hugh McCluggage,BRL,GEE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,18%,50%,,4.5,6,-1,,,,
Mark,13,Ben Miller,RIC,SYD,KeyD,✅ Neutral,⚠️ Medium Unders Edge (Rain),🔴 Strong Unders,,,🟡 CONSIDER - Strong DvP,30%,25%,,4.5,8,-1,,,,
Disposal,12,Shannon Neale,GEE,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,-18%,82%,,9.5,8,1,,,,
Disposal,12,Josh Treacy,FRE,GCS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 STRONG BET,-4%,55%,,11.5,15,-1,,,,
Disposal,12,Tim Membrey,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,9%,56%,,10,9,1,,,,
Disposal,12,Ben King,GCS,FRE,KeyF,✅ Neutral,⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟡 CONSIDER,-5,56%,,7.5,7,1,,,,
Disposal,12,Eric Hipwood,BRL,ESS,KeyF,🟡 Slight (Short Break),✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-6%,55%,,11,12,-1,,,,
Disposal,12,Logan Morris,BRL,ESS,KeyF,🟡 Slight (Short Break),✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-15%,70%,,10,11,-1,,,,
Mark,14,Luke Ryan,FRE,NTH,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,6%,58%,,6,3,1,,,,
Mark,16,Patrick Voss,FRE,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,0%,70%,,3,2,1,,,,
Disposal,12,Jeremy Cameron,GEE,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,-6%,73%,,15.5,14,1,,,,
Disposal,12,Brody Mihocek,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,11%,33%,,8.5,12,-1,,,,
Disposal,12,Peter Wright,ESS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟡 CONSIDER,28%,33%,,11.5,15,-1,,,,
Disposal,15,Levi Ashcroft,BRL,GEE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,,,🚫 SKIP - No Strategy,15%,29%,,17.5,23,-1,,,,
Disposal,12,Jye Amiss,FRE,GCS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 STRONG BET,-3%,79%,,8,9,-1,,,,
Disposal,12,Patrick Voss,FRE,GCS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 STRONG BET,16%,29%,,9,7,1,,,,
Disposal,13,Mitch Georgiades,PTA,GWS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟡 STRONG BET - Long Travel,6%,45%,,11.5,8,1,,,,
Disposal,15,Will Ashcroft,BRL,GEE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,,,🚫 SKIP - No Strategy,2%,50%,,26.5,28,-1,,,,
Tackle,15,Lachie Neale,BRL,GEE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,0%,50%,,3.5,4,-1,,,,
Disposal,13,Eric Hipwood,BRL,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER - Long Travel,11%,50%,,9.5,9,1,,,,
Disposal,13,Logan Morris,BRL,ADE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER - Long Travel,3%,46%,,8.5,12,-1,,,,
Mark,14,Brennan Cox,FRE,NTH,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,19%,58%,,4,6,-1,,,,
Mark,16,Karl Amon,HAW,NTH,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,27%,46%,,3.5,4,-1,,,,
Tackle,15,Will Ashcroft,BRL,GEE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🤔 CONSIDER #8 - Long Travel + InsM + Tackle,-5%,64%,,3,5,-1,,,,
Disposal,13,Jed Walter,GCS,GEE,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔹 Slight Easy,,,🟡 STRONG BET - Long Travel,-12%,60%,,8.5,7,1,,,,
Disposal,13,Ben King,GCS,GEE,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔹 Slight Easy,,,🟡 STRONG BET - Long Travel,-7%,55%,,8,4,1,,,,
Disposal,13,Jack Darling,NTH,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER - Long Travel,1%,55%,,10.5,10,1,,,,
Disposal,13,Nick Larkey,NTH,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟡 CONSIDER - Long Travel,-5%,73%,,10,11,-1,,,,
Disposal,16,Dan Butler,STK,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🥈 TIER 2 #4 - Long Travel + Disposal (77.8% WR) (Need: <-10% Avg vs Line),-12%,67%,,9.5,6,1,,,,
Disposal,10,Toby Nankervis,RIC,NTH,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,7%,56%,#REF!,16,15,1,,,,
Mark,10,Max Holmes,GEE,PTA,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,16%,44%,#REF!,4.5,5,-1,,,,
Disposal,10,Rowan Marshall,STK,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,,-7%,67%,#REF!,18.5,27,-1,,,,
Disposal,12,Todd Goldstein,ESS,BRL,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,3%,60%,,12,8,1,,,,
Tackle,16,Marcus Windhager,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🥈 TIER 2 #8 - Long Travel + InsM + Tackle (70.0% WR),-18%,86%,,4,3,1,,,,
Disposal,12,Lloyd Meek,HAW,COL,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟡 CONSIDER,-5%,60%,,13.5,15,-1,,,,
Disposal,12,Luke Jackson,FRE,GCS,Ruck,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔴 Strong Unders,,,🟢 STRONG BET,10%,38%,,16,27,-1,,,,
Mark,14,Josh Battle,HAW,ADE,KeyD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,,6%,50%,,5.5,3,1,,,,
Tackle,16,Jack Macrae,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🥈 TIER 2 #8 - Long Travel + InsM + Tackle (70.0% WR),8%,58%,,5,4,1,,,,
Mark,10,Jake Bowey,MEL,BRL,Des,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,-2%,67%,#REF!,6,8,-1,,,,
Mark,14,Jack Henry,GEE,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,,12%,63%,,6.5,4,1,,,,
Mark,14,Taylor Walker,ADE,HAW,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,15%,50%,,4,5,-1,,,,
Mark,14,Anthony Caminiti,STK,WBD,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,7%,50%,,6,6,0,,,,
Mark,14,Connor O'Sullivan,GEE,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,,20%,50%,,5,10,-1,,,,
Disposal,12,Rowan Marshall,STK,MEL,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER,6%,55%,,16.5,16,1,,,,
Disposal,12,Brodie Grundy,SYD,ADE,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟡 CONSIDER,7%,46%,,16,23,-1,,,,
Disposal,12,Darcy Fort,BRL,ESS,Ruck,🟡 Slight (Short Break),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER,-2%,80%,,11,10,1,,,,
Disposal,12,Rhys Stanley,GEE,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,🟡 CONSIDER,-15%,67%,,12,9,1,,,,
Disposal,12,Max Gawn,MEL,STK,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟡 CONSIDER,3%,46%,,21,22,-1,,,,
Disposal,15,Darcy Fort,BRL,GEE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - Ruck Position,0%,63%,,11,8,1,,,,
Disposal,10,Caleb Windsor,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,1%,57%,#REF!,17.5,6,1,,,,
Disposal,10,Kade Chandler,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,10%,67%,#REF!,14,11,1,,,,
Disposal,10,Ed Langdon,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,8%,44%,#REF!,20,25,-1,,,,
Tackle,16,Jack Steele,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🥈 TIER 2 #8 - Long Travel + InsM + Tackle (70.0% WR),11%,62%,,7,9,-1,,,,
Mark,14,Trent Rivers,MEL,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,23%,46%,,4.5,1,1,,,,
Mark,10,Mason Redman,ESS,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-33%,100%,#REF!,6,4,1,,,,
Tackle,16,Jack Graham,WCE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🥈 TIER 2 #5 - Strong DvP + Tackle (73.7% WR),11%,46%,,7,8,-1,,,,
Tackle,16,Hunter Clark,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🥈 TIER 2 #8 - Long Travel + InsM + Tackle (70.0% WR),33%,40%,,4.5,5,-1,,,,
Disposal,10,Patrick Lipinski,COL,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,8%,33%,#REF!,18.5,5,1,,,,
Disposal,10,Ryan Byrnes,STK,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,1%,67%,#REF!,18,17,1,,,,
Disposal,10,Darcy Wilson,STK,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,2%,44%,#REF!,18,17,1,,,,
Disposal,10,Sam Banks,RIC,NTH,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,-17%,88%,#REF!,22,25,-1,,,,
Disposal,10,Hugo Ralphsmith,RIC,NTH,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,-8%,80%,#REF!,13,16,-1,,,,
Disposal,10,Bradley Hill,STK,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,,-5%,56%,#REF!,20,22,-1,,,,
Disposal,11,Jase Burgoyne,PTA,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,2%,40%,#REF!,20.5,18,1,,,,
Disposal,11,Jeremy Sharp,FRE,PTA,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,-10%,40%,#REF!,16,11,1,,,,
Disposal,16,Kade Chandler,MEL,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🚫 SKIP - No Strategy,14%,50%,,13,11,1,,,,
Disposal,11,Oliver Hollands,CAR,GWS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,2%,40%,#REF!,16.5,17,-1,,,,
Disposal,11,Jackson Mead,PTA,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,8%,50%,#REF!,14.5,5,1,,,,
Disposal,11,Isaac Cumming,ADE,WCE,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,-8%,60%,#REF!,15.5,16,-1,,,,
Disposal,12,Jaspa Fletcher,BRL,ESS,Wing,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,-3%,46%,,20.5,21,-1,,,,
Disposal,12,Zac Bailey,BRL,ESS,Wing,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,5%,55%,,16.5,20,-1,,,,
Disposal,15,Jack Steele,STK,COL,InsM,✅ Neutral,✅ Neutral,✅ Neutral,,,🚫 SKIP - No Strategy,0%,0%,,22,19,1,,,,
Mark,15,Bailey Williams,WBD,RIC,Wing,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET 🏅#4 - Wing + Mark (Need: Line vs Avg <20% + Line >4.5),0%,0%,,7.5,15,-1,,,,
Disposal,12,Xavier Duursma,ESS,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,9%,50%,,19.5,12,1,,,,
Disposal,12,Jeremy Sharp,FRE,GCS,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟢 STRONG BET,-3%,46%,,15,4,1,,,,
Mark,10,Brennan Cox,FRE,GWS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,11%,56%,#REF!,5,3,1,,,,
Disposal,16,Xavier Lindsay,MEL,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🚫 SKIP - No Strategy,2%,46%,,14.5,12,1,,,,
Mark,10,Heath Chapman,FRE,GWS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,-8%,63%,#REF!,5,4,1,,,,
Disposal,12,Matthew Johnson,FRE,GCS,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟡 CONSIDER,3%,55%,,18.5,18,1,,,,
Disposal,16,Ed Langdon,MEL,GCS,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🚫 SKIP - No Strategy,13%,43%,,18,11,1,,,,
Disposal,12,Oliver Dempsey,GEE,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-3%,55%,,17.5,14,1,,,,
Mark,10,Jimmy Webster,STK,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,,-7%,56%,#REF!,5,6,-1,,,,
Disposal,16,Clayton Oliver,MEL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🚫 SKIP - No Strategy,2%,54%,,25,24,1,,,,
Disposal,16,Tom Sparrow,MEL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🚫 SKIP - No Strategy,-1%,57%,,13,10,1,,,,
Mark,10,Luke Ryan,FRE,GWS,Des,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,3%,56%,#REF!,6.5,5,1,,,,
Mark,10,Jack Sinclair,STK,WCE,Des,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,,-6%,67%,#REF!,4.5,7,-1,,,,
Mark,10,Christian Salem,MEL,BRL,Des,✅ Neutral,✅ Neutral,✅ Neutral,,,,32%,22%,#REF!,6,8,-1,,,,
Disposal,12,Jake Lloyd,SYD,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟢 STRONG BET,6%,46%,,20,11,1,,,,
Mark,14,Jack Darling,NTH,FRE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,0%,42%,,3.5,5,-1,,,,
Disposal,16,Judd McVee,MEL,GCS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,-3%,54%,,16,12,1,,,,
Disposal,16,Christian Petracca,MEL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🚫 SKIP - No Strategy,-1%,43%,,25.5,32,-1,,,,
Disposal,16,Kysaiah Pickett,MEL,GCS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🚫 SKIP - No Strategy,7%,46%,,17.5,25,-1,,,,
Disposal,16,Harvey Langford,MEL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🚫 SKIP - No Strategy,-1%,31%,,18.5,19,-1,,,,
Disposal,16,Jake Melksham,MEL,GCS,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🚫 SKIP - No Strategy,1%,55%,,9.5,18,-1,,,,
Disposal,16,Christian Salem,MEL,GCS,Des,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,12%,43%,,19,22,-1,,,,
Disposal,16,Jake Bowey,MEL,GCS,Des,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,5%,43%,,21.5,25,-1,,,,
Disposal,16,Trent Rivers,MEL,GCS,Des,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,-2%,34%,,21,27,-1,,,,
Mark,10,Tom McDonald,MEL,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,7%,78%,#REF!,6,6,0,,,,
Mark,16,Nick Larkey,NTH,HAW,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🚫 SKIP - No Strategy,16%,50%,,3.5,7,-1,,,,
Mark,16,Travis Boak,PTA,CAR,Wing,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🚫 SKIP - No Strategy,10%,57%,,4,3,1,,,,
Mark,16,Mitch Georgiades,PTA,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,15%,54%,,5,6,-1,,,,
Mark,16,Tom Lynch,RIC,ADE,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🚫 SKIP - No Strategy,0%,50%,,4.5,1,1,,,,
Disposal,16,Anthony Caminiti,STK,FRE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,1%,57%,,13.5,14,-1,,,,
Disposal,16,Callum Wilkie,STK,FRE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,-2%,57%,,20.5,16,1,,,,
Disposal,16,Cooper Sharman,STK,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,2%,42%,,11.5,10,1,,,,
Disposal,16,Darcy Wilson,STK,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,-2%,58%,,17,12,1,,,,
Disposal,12,Jarrod Berry,BRL,ESS,Wing,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,🟡 CONSIDER,-3%,70%,,19,25,-1,,,,
Disposal,16,Jack Higgins,STK,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,-1%,43%,,9.5,15,-1,,,,
Disposal,12,Brayden Fiorini,GCS,FRE,Wing,✅ Neutral,⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟡 CONSIDER,-3%,33%,,17.5,19,-1,,,,
Disposal,16,Jack Steele,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,🚫 SKIP - No Strategy,6%,50%,,20.5,22,-1,,,,
Disposal,16,Marcus Windhager,STK,FRE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🚫 SKIP - No Strategy,8%,28%,,18.5,21,-1,,,,
Disposal,16,Mason Wood,STK,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,-2%,50%,,15.5,15,1,,,,
Disposal,16,Max Hall,STK,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,-3%,50%,,13.5,21,-1,,,,
Disposal,16,Mitch Owens,STK,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🚫 SKIP - No Strategy,8%,43%,,12.5,14,-1,,,,
Disposal,13,Jaspa Fletcher,BRL,ADE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,🟢 AUTO-BET - Wing Long Travel,0%,42%,,20,27,-1,,,,
Disposal,16,Rowan Marshall,STK,FRE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,3%,50%,,17.5,22,-1,,,,
Mark,14,Oscar Allen,WCE,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-1%,36%,,3.5,4,-1,,,,
Disposal,13,Zac Bailey,BRL,ADE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,🟢 AUTO-BET - Wing Long Travel,3%,58%,,17,21,-1,,,,
Mark,14,Jesse Hogan,GWS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,20%,60%,,4,12,-1,,,,
Disposal,16,Hunter Clark,STK,FRE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,🚫 SKIP - No Strategy,-17%,66%,,17.5,16,1,,,,
Tackle,12,Lloyd Meek,HAW,COL,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-10%,70%,,4,4,0,,,,
Tackle,10,Rowan Marshall,STK,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,,5%,33%,#REF!,3.5,5,-1,,,,
Mark,16,Dylan Stephens,NTH,HAW,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🥇 TIER 1 #3 - Wing + Mark (84.6% WR) (Need: Line vs Avg <-20% + Line >4.5),0%,54%,,5,1,1,,,,
Mark,16,Mason Wood,STK,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🥇 TIER 1 #3 - Wing + Mark (84.6% WR) (Need: Line vs Avg <-20% + Line >4.5),-4%,50%,,6.5,4,1,,,,
Mark,16,Hayden McLean,SYD,WBD,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🚫 SKIP - No Strategy,-16%,73%,,4,4,0,,,,
Tackle,17,Tristan Xerri,NTH,WBD,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,9,New,#9: Tackle + Moderate DvP + Avg < 18%,2%,53%,,5.5,,,,,,
Mark,16,Riley Thilthorpe,ADE,RIC,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🥇 TIER 1 #1 - KeyF + Mark (90.9% WR) (Need: Lines >5.0),-5%,57%,,5.5,6,-1,,,,
