Type,Round,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,Line,Avg vs Line,Line Consistency,Bet Priority,Bet Flag,Actual,W/L
Mark,19,Nick Vlastuin,RIC,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,5.5,-7%,65%,,,11,-1
Mark,19,Tom Brown,RIC,WCE,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,4.5,-10%,59%,,,4,1
Mark,19,Alixzander Tauru,STK,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,-5%,25%,,,5,0
Mark,19,Callum Wilkie,STK,GEE,KeyD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,8,-8%,41%,,,5,1
Mark,19,Cooper Sharman,STK,GEE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-15%,33%,,,5,-1
Mark,19,Jack Sinclair,STK,GEE,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,-4%,53%,,,2,1
Mark,19,Mason Wood,STK,GEE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,5.5,-8%,40%,,,3,1
Mark,19,Nasiah Wanganeen-Milera,STK,GEE,KeyD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,-1%,41%,,,8,-1
Mark,19,Callum Mills,SYD,NTH,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,-14%,33%,,,10,-1
Mark,19,Errol Gulden,SYD,NTH,GenF,✅ Neutral,✅ Neutral,✅ Neutral,5,18%,50%,,,6,-1
Mark,19,Harry Cunningham,SYD,NTH,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,-11%,40%,,,5,0
Mark,19,Justin McInerney,SYD,NTH,GenF,✅ Neutral,✅ Neutral,✅ Neutral,5.5,7%,62%,,,6,-1
Mark,19,Matt Roberts,SYD,NTH,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,-10%,38%,,,6,-1
Mark,19,Nick Blakey,SYD,NTH,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,5,-2%,41%,,,8,-1
Mark,19,Brady Hough,WCE,RIC,InsM,✅ Neutral,✅ Neutral,✅ Neutral,3.5,-11%,50%,,,8,-1
Mark,19,Harry Edwards,WCE,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,5,30%,57%,,,10,-1
Mark,19,Jamie Cripps,WCE,RIC,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,3.5,19%,67%,,,9,-1
Mark,19,Liam Baker,WCE,RIC,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,3.5,6%,71%,,,3,1
Mark,19,Liam Duggan,WCE,RIC,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6,15%,65%,,,9,-1
Mark,19,Liam Ryan,WCE,RIC,GenF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,6.5,107%,100%,,,1,1
Mark,19,Reuben Ginbey,WCE,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,3.5,6%,59%,,,4,-1
Mark,19,Ryan Maric,WCE,RIC,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,9%,65%,,,4,1
Mark,19,Tom Cole,WCE,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4.5,0%,58%,,,6,-1
Mark,19,Tom McCarthy,WCE,RIC,GenD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5.5,16%,50%,,,5,1
Mark,19,Tyrell Dewar,WCE,RIC,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,61%,83%,,,7,-1
Tackle,19,Sam Durham,ESS,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,15%,79%,2,Tackle + Strong Unders DvP + No Rain + Avg <15% → 94% WR (16 bets),6,-1
Tackle,19,Kieren Briggs,GWS,ESS,Ruck,✅ Neutral,✅ Neutral,🔴 Strong Unders,3,3%,46%,2,Tackle + Strong Unders DvP + No Rain + Avg <15% → 94% WR (16 bets),3,0
Tackle,19,Isaac Kako,ESS,GWS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2,-6%,25%,,,1,1
Tackle,19,Xavier Duursma,ESS,GWS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-6%,44%,,,2,1
Tackle,19,Zach Merrett,ESS,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,4.5,22%,63%,,,4,1
Tackle,19,Darcy Jones,GWS,ESS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,5%,44%,,,2,1
Tackle,19,Finn Callaghan,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4.5,5%,64%,,,2,1
Tackle,19,Ryan Angwin,GWS,ESS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-13%,33%,,,4,-1
Tackle,19,Toby Bedford,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-3%,44%,,,6,-1
Tackle,19,Toby Greene,GWS,ESS,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,-11%,50%,,,2,1
Tackle,19,Tom Green,GWS,ESS,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,12%,44%,,,3,1
Tackle,19,Tim English,WBD,BRL,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,3,-11%,35%,2,Tackle + Strong Unders DvP + No Rain + Avg <15% → 94% WR (16 bets),6,-1
Tackle,19,Rhylee West,WBD,BRL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3,-12%,24%,,,4,-1
Tackle,19,Ryley Sanders,WBD,BRL,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,2.5,-22%,44%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),2,1
Tackle,19,Cam Rayner,BRL,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,2.5,15%,65%,,,5,-1
Tackle,19,Hugh McCluggage,BRL,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4.5,-11%,53%,,,4,1
Tackle,19,Jarrod Berry,BRL,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,16%,56%,,,1,1
Tackle,19,Josh Dunkley,BRL,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,7.5,7%,59%,,,15,-1
Tackle,19,Kai Lohmann,BRL,WBD,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3,33%,50%,,,8,-1
Tackle,19,Lachie Neale,BRL,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4.5,21%,71%,,,4,1
Tackle,19,Oscar McInerney,BRL,WBD,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,13%,44%,,,3,1
Tackle,19,Will Ashcroft,BRL,WBD,InsM,✅ Neutral,✅ Neutral,✅ Neutral,3.5,21%,59%,,,5,-1
Tackle,19,Ed Richards,WBD,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4.5,11%,65%,,,1,1
Tackle,19,Marcus Bontempelli,WBD,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6,11%,67%,,,10,-1
Tackle,19,Tom Liberatore,WBD,BRL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,6.5,18%,59%,,,10,-1
Tackle,19,Jarrod Witts,GCS,ADE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,3.5,-8%,47%,2,Tackle + Strong Unders DvP + No Rain + Avg <15% → 94% WR (16 bets),3,1
Tackle,19,Andrew Brayshaw,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,6,-13%,29%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),10,-1
Tackle,19,Caleb Serong,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4.5,-3%,65%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),3,1
Tackle,19,Corey Wagner,FRE,COL,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,5,5%,50%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),2,1
Tackle,19,Nathan O'Driscoll,FRE,COL,Unknown,🟠 Moderate (Long Travel),✅ Neutral,⚠️ Unknown,3.5,-3%,50%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),4,-1
Tackle,19,Shai Bolton,FRE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,2.5,3%,50%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),2,1
Tackle,19,Bailey Humphrey,GCS,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,-7%,31%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),3,1
Tackle,19,Daniel Rioli,GCS,ADE,GenD,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,2.5,-13%,38%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),0,1
Tackle,19,Matt Rowell,GCS,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,9,-2%,56%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),9,0
Tackle,19,Dion Prestia,RIC,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3,-5%,50%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),1,1
Tackle,19,Tim Taranto,RIC,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5,0%,47%,3,Tackle + Moderate Travel + Avg <5% + No Easy DvP + No Rain → 79% WR (19 bets),4,1
Tackle,19,Alex Neal-Bullen,ADE,GCS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,3.5,-7%,41%,,,4,-1
Tackle,19,Isaac Cumming,ADE,GCS,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,86%,88%,,,2,1
Tackle,19,Jake Soligo,ADE,GCS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,5,-3%,41%,,,5,0
Tackle,19,James Peatling,ADE,GCS,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4.5,1%,53%,,,6,-1
Tackle,19,Jordan Dawson,ADE,GCS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,7,0%,41%,,,5,1
Tackle,19,Sam Berry,ADE,GCS,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,27%,64%,,,7,-1
Tackle,19,Adam Cerra,CAR,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5,1%,35%,,,2,1
Tackle,19,Cooper Lord,CAR,MEL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,3.5,10%,69%,,,4,-1
Tackle,19,George Hewett,CAR,MEL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,5.5,-11%,35%,,,0,1
Tackle,19,Jesse Motlop,CAR,MEL,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4,-1%,41%,,,1,1
Tackle,19,Lachie Fogarty,CAR,MEL,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,-14%,47%,,,3,1
Tackle,19,Patrick Cripps,CAR,MEL,InsM,✅ Neutral,✅ Neutral,🟡 Slight Unders,5.5,-2%,47%,,,5,1
Tackle,19,Jack Crisp,COL,FRE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,5.5,15%,59%,,,5,1
Tackle,19,Lachie Schultz,COL,FRE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,5.5,-4%,25%,,,7,-1
Tackle,19,Lachlan Sullivan,COL,FRE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,3.5,20%,58%,,,4,-1
Tackle,19,Ned Long,COL,FRE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,7,-2%,35%,,,12,-1
Tackle,19,Nick Daicos,COL,FRE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-4%,59%,,,7,-1
Tackle,19,Scott Pendlebury,COL,FRE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4.5,14%,60%,,,5,-1
Tackle,19,Michael Frederick,FRE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,2.5,6%,47%,,,2,1
Tackle,19,Sam Switkowski,FRE,COL,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,3.5,24%,64%,,,5,-1
Tackle,19,Brayden Fiorini,GCS,ADE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,5.5,10%,67%,,,3,1
Tackle,19,Noah Anderson,GCS,ADE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3.5,12%,56%,,,1,1
Tackle,19,Bailey Smith,GEE,STK,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5,-7%,43%,,,4,1
Tackle,19,Mark O'Connor,GEE,STK,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,6%,59%,,,0,1
Tackle,19,Max Holmes,GEE,STK,KeyD,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,1%,65%,,,4,-1
Tackle,19,Shaun Mannagh,GEE,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,-17%,36%,,,11,-1
Tackle,19,Tom Atkins,GEE,STK,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,8.5,-12%,41%,,,9,-1
Tackle,19,Christian Petracca,MEL,CAR,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,5%,47%,,,1,1
Tackle,19,Clayton Oliver,MEL,CAR,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,5.5,-2%,44%,,,5,1
Tackle,19,Jack Viney,MEL,CAR,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,6.5,5%,58%,,,5,1
Tackle,19,Kade Chandler,MEL,CAR,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,5%,53%,,,5,-1
Tackle,19,Kysaiah Pickett,MEL,CAR,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3,-18%,21%,,,2,1
Tackle,19,Jy Simpkin,NTH,SYD,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,3.5,3%,47%,,,3,1
Tackle,19,Luke Davies-Uniacke,NTH,SYD,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,5%,38%,,,3,1
Tackle,19,Luke Parker,NTH,SYD,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,4.5,3%,56%,,,2,1
Tackle,19,Paul Curtis,NTH,SYD,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,-11%,21%,,,6,-1
Tackle,19,Tom Powell,NTH,SYD,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-9%,47%,,,5,-1
Tackle,19,Will Phillips,NTH,SYD,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,-14%,33%,,,7,-1
Tackle,19,Jacob Hopper,RIC,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,24%,47%,,,4,0
Tackle,19,Rhyan Mansell,RIC,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3,-14%,36%,,,2,1
Tackle,19,Seth Campbell,RIC,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,3,11%,59%,,,5,-1
Tackle,19,Toby Nankervis,RIC,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4,5%,44%,,,6,-1
Tackle,19,Hunter Clark,STK,GEE,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,5,2%,44%,,,2,1
Tackle,19,Jack Higgins,STK,GEE,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,2,-15%,29%,,,1,1
Tackle,19,Jack Macrae,STK,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,6,0%,53%,,,3,1
Tackle,19,Jack Steele,STK,GEE,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,8.5,-3%,47%,,,14,-1
Tackle,19,Marcus Windhager,STK,GEE,GenD,✅ Neutral,✅ Neutral,✅ Neutral,3.5,6%,41%,,,5,-1
Tackle,19,Max Hall,STK,GEE,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,3,9%,41%,,,3,0
Tackle,19,Brodie Grundy,SYD,NTH,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,5,13%,53%,,,3,1
Tackle,19,Chad Warner,SYD,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4,15%,47%,,,4,0
Tackle,19,Errol Gulden,SYD,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,-22%,25%,,,4,1
Tackle,19,Isaac Heeney,SYD,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,13%,65%,,,5,-1
Tackle,19,James Jordon,SYD,NTH,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,4.5,11%,65%,,,3,1
Tackle,19,James Rowbottom,SYD,NTH,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,8,5%,59%,,,7,1
Tackle,19,Clay Hall,WCE,RIC,Unknown,✅ Neutral,✅ Neutral,⚠️ Unknown,3,11%,29%,,,5,-1
Tackle,19,Harley Reid,WCE,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4.5,30%,77%,,,6,-1
Tackle,19,Jamie Cripps,WCE,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,14%,60%,,,0,1
Tackle,19,Matt Flynn,WCE,RIC,Ruck,✅ Neutral,✅ Neutral,🔹 Slight Easy,3,-5%,31%,,,1,1
Tackle,19,Tyler Brockman,WCE,RIC,GenF,✅ Neutral,✅ Neutral,🔹 Slight Easy,3.5,9%,57%,,,3,1
Disposal,21,Jai Newcombe,HAW,ADE,InsM,✅ Neutral,✅ Neutral,✅ Neutral,21,-9.10%,33.30%,,,19,1
Disposal,21,Jarman Impey,HAW,ADE,GenD,✅ Neutral,✅ Neutral,✅ Neutral,22,+21.8%,62.50%,,,22,0
Disposal,21,Karl Amon,HAW,ADE,GenD,✅ Neutral,✅ Neutral,✅ Neutral,21.5,-10.20%,41.20%,,,23,-1
Disposal,21,Laitham Vandermeer,WBD,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,11,-3.30%,31.20%,,,4,1
Disposal,21,Matthew Kennedy,WBD,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,22.5,-3.10%,38.90%,,,23,-1
Disposal,21,Rhylee West,WBD,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,13,-6.00%,38.90%,,,7,1
Disposal,21,Ryley Sanders,WBD,GWS,GenF,✅ Neutral,✅ Neutral,✅ Neutral,18.5,-8.60%,35.30%,,,11,1
Disposal,21,Eric Hipwood,BRL,COL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,10,-2.20%,50.00%,,,13,-1
Disposal,21,Jarrod Berry,BRL,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,19.5,-3.10%,52.90%,,,20,-1
Disposal,21,Levi Ashcroft,BRL,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,18,-9.00%,27.80%,,,22,-1
Disposal,21,Logan Morris,BRL,COL,KeyF,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,10,+1.2%,35.30%,,,14,-1
Disposal,21,Zac Bailey,BRL,COL,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,19,+3.9%,47.10%,,,21,-1
Disposal,21,Brayden Maynard,COL,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,16.5,+8.3%,69.20%,,,15,1
Disposal,21,Dan Houston,COL,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,16.5,-2.10%,50.00%,,,11,1
Disposal,21,Darcy Moore,COL,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,10.5,-2.80%,53.30%,,,8,1
Disposal,21,Isaac Quaynor,COL,BRL,GenD,✅ Neutral,✅ Neutral,✅ Neutral,16,+12.9%,50.00%,,,10,1
Disposal,21,Daniel Turner,MEL,WCE,GenD,✅ Neutral,✅ Neutral,✅ Neutral,12.5,+1.7%,57.10%,,,12,1
Disposal,21,Harvey Langford,MEL,WCE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,19,+1.6%,29.40%,,,16,1
Disposal,21,Jake Bowey,MEL,WCE,GenD,✅ Neutral,✅ Neutral,✅ Neutral,21,-7.60%,33.30%,,,25,-1
Disposal,21,Judd McVee,MEL,WCE,GenD,✅ Neutral,✅ Neutral,✅ Neutral,13.5,-8.50%,50.00%,,,11,1
Disposal,21,Kade Chandler,MEL,WCE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,13.5,-8.30%,44.40%,,,18,-1
Disposal,21,Joe Richards,PTA,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,14.5,-8.70%,41.20%,,,13,1
Disposal,21,Ollie Lord,PTA,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,7,+1.4%,50.00%,,,5,1
Disposal,21,Travis Boak,PTA,GEE,GenF,✅ Neutral,✅ Neutral,✅ Neutral,17.5,-15.20%,27.30%,,,24,-1
Tackle,21,Shaun Mannagh,GEE,PTA,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,5,+7.1%,53.30%,,,2,1
Tackle,21,Kade Chandler,MEL,WCE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,4,+2.9%,50.00%,,,4,0
Tackle,21,Ed Richards,WBD,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,3.5,-10.00%,50.00%,3,Tackle + Strong Unders DvP + No Rain + Avg <15% → 85.7% WR (18/21 bets),3,1
Tackle,21,Marcus Bontempelli,WBD,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5,-13.30%,53.80%,3,Tackle + Strong Unders DvP + No Rain + Avg <15% → 85.7% WR (18/21 bets),3,1
Tackle,21,Tom Liberatore,WBD,GWS,InsM,✅ Neutral,✅ Neutral,🔴 Strong Unders,5.5,-4.80%,50.00%,3,Tackle + Strong Unders DvP + No Rain + Avg <15% → 85.7% WR (18/21 bets),2,1
Disposal,21,Toby Nankervis,RIC,GCS,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,16,+0.7%,47.10%,,,11,1
Disposal,21,Bodhi Uwland,GCS,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,15.5,-1.70%,47.10%,,,15,1
Disposal,21,John Noble,GCS,RIC,GenD,✅ Neutral,✅ Neutral,🔵 Strong Easy,27.5,+9.2%,58.80%,,,30,-1
Disposal,21,Mac Andrew,GCS,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,12.5,+2.0%,43.80%,,,24,-1
Disposal,21,Wil Powell,GCS,RIC,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,17.5,+16.2%,70.60%,,,17,1
Disposal,21,Rhys Stanley,GEE,PTA,Ruck,✅ Neutral,✅ Neutral,🔵 Strong Easy,11,+4.4%,46.20%,,,7,1
Disposal,21,Christian Petracca,MEL,WCE,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,26.5,+3.2%,55.60%,,,23,1
Disposal,21,Clayton Oliver,MEL,WCE,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,25.5,+1.8%,58.80%,,,28,-1
Disposal,21,Max Gawn,MEL,WCE,Ruck,✅ Neutral,✅ Neutral,🔵 Strong Easy,20,-1.60%,44.40%,,,21,-1
Disposal,21,Tom Sparrow,MEL,WCE,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,12,-3.80%,52.90%,,,14,-1
Disposal,21,Trent Rivers,MEL,WCE,InsM,✅ Neutral,✅ Neutral,🔵 Strong Easy,22.5,+5.7%,50.00%,,,18,1
Disposal,21,Aliir Aliir,PTA,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,12.5,-1.20%,47.10%,,,13,-1
Disposal,21,Jase Burgoyne,PTA,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,18,-8.50%,33.30%,,,14,1
Disposal,21,Max Hall,STK,NTH,KeyF,✅ Neutral,✅ Neutral,🔵 Strong Easy,18,+20.9%,77.80%,,,14,1
Disposal,21,Chad Warner,SYD,ESS,InsM,✅ Neutral,🔴 Strong Unders Edge (Rain),🔵 Strong Easy,23.5,+6.0%,50.00%,,,26,-1
Disposal,21,Errol Gulden,SYD,ESS,InsM,✅ Neutral,🔴 Strong Unders Edge (Rain),🔵 Strong Easy,26.5,+14.2%,80.00%,,,30,-1
Disposal,21,Isaac Heeney,SYD,ESS,InsM,✅ Neutral,🔴 Strong Unders Edge (Rain),🔵 Strong Easy,25,+5.1%,72.20%,,,28,-1
Mark,21,Aliir Aliir,PTA,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,5,-5.60%,47.10%,,,6,-1
Mark,21,Jase Burgoyne,PTA,GEE,KeyD,✅ Neutral,✅ Neutral,🔵 Strong Easy,4,-18.20%,16.70%,,,2,1
Disposal,21,Aaron Cadman,GWS,WBD,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,10,+3.4%,55.60%,,,8,1
Disposal,21,Jake Riccardi,GWS,WBD,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,13.5,+3.8%,50.00%,,,9,1
Disposal,21,Jesse Hogan,GWS,WBD,KeyF,✅ Neutral,✅ Neutral,🔷 Moderate Easy,10,-7.80%,46.20%,,,3,1
Disposal,21,Leek Aleer,GWS,WBD,KeyD,✅ Neutral,✅ Neutral,🔷 Moderate Easy,9.5,-1.30%,75.00%,,,12,-1
Disposal,21,Harry O'Farrell,CAR,FRE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,11.5,+21.1%,100.00%,,,4,1
Disposal,21,Jacob Weitering,CAR,FRE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,13,-9.30%,27.80%,,,13,0
Disposal,21,Marc Pittonet,CAR,FRE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,12,+3.4%,40.00%,,,15,-1
Disposal,21,Luamon Lual,ESS,SYD,Wing,✅ Neutral,🔴 Strong Unders Edge (Rain),🔷 Moderate Easy,9.5,+14.0%,66.70%,,,10,-1
Disposal,21,Xavier Duursma,ESS,SYD,Wing,✅ Neutral,🔴 Strong Unders Edge (Rain),🔷 Moderate Easy,19,-3.00%,29.40%,,,21,-1
Disposal,21,Bailey Humphrey,GCS,RIC,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,17,+6.2%,52.90%,,,10,1
Disposal,21,Brayden Fiorini,GCS,RIC,Wing,✅ Neutral,✅ Neutral,🔷 Moderate Easy,21,+1.9%,60.00%,,,24,-1
Disposal,21,Jarrod Witts,GCS,RIC,Ruck,✅ Neutral,✅ Neutral,🔷 Moderate Easy,11.5,-9.80%,37.50%,,,11,1
