Type,Bet Priority,Player,Team,Opponent,Position,Travel Fatigue,Weather,DvP,,Bet Tier,Bet Flag,Avg vs Line,Line Consistency,Bet Confidence,Line,Actual,W/L
Disposal,13,Jed Walter,GCS,GEE,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔹 Slight Easy,,,🟡 STRONG BET - Long Travel,-12%,60%,,8.5,7,1
Disposal,13,Ben King,GCS,GEE,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔹 Slight Easy,,,🟡 STRONG BET - Long Travel,-7%,55%,,8,4,1
Mark,14,Connor Idun,GWS,BRL,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET - GenD Mark (Priority #3),4%,46%,,6.5,6,1
Mark,14,Ryan Byrnes,STK,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET - GenD Mark (Priority #3),-3%,58%,,6,6,0
Mark,14,Josh Battle,HAW,ADE,KeyD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,,6%,50%,,5.5,3,1
Mark,14,Christian Salem,MEL,PTA,Des,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - GenD Mark (Priority #3),20%,31%,,6.5,7,-1
Mark,10,Jake Bowey,MEL,BRL,Des,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,-2%,67%,#REF!,6,8,-1
Mark,14,Jack Henry,GEE,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,,12%,63%,,6.5,4,1
Mark,14,Taylor Walker,ADE,HAW,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,15%,50%,,4,5,-1
Mark,14,Anthony Caminiti,STK,WBD,KeyD,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,7%,50%,,6,6,0
Mark,14,Connor O'Sullivan,GEE,ESS,KeyD,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,,20%,50%,,5,10,-1
Disposal,14,Paul Curtis,NTH,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET - GenF Disposal Moderate Travel (Priority #5),13%,44%,,12,12,0
Disposal,14,Cameron Zurhaar,NTH,FRE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET - GenF Disposal Moderate Travel (Priority #5),0%,67%,,11.5,8,1
Disposal,14,Jesse Motlop,CAR,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET - GenF Disposal Moderate Travel (Priority #5),9%,50%,,9.5,10,1
Disposal,14,Lachie Fogarty,CAR,WCE,GenF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET - GenF Disposal Moderate Travel (Priority #5),0%,60%,,11,17,-1
Disposal,13,Willie Rioli,PTA,GWS,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 AUTO-BET - GenF Medium Rain,10%,40%,,11,6,1
Disposal,13,Sam Flanders,GCS,GEE,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),✅ Neutral,,,🟢 AUTO-BET - GenF Medium Rain,3%,40%,,18,7,1
Disposal,10,Caleb Windsor,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,1%,57%,#REF!,17.5,6,1
Disposal,10,Kade Chandler,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,10%,67%,#REF!,14,11,1
Disposal,10,Ed Langdon,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,8%,44%,#REF!,20,25,-1
Disposal,13,Ben Ainsworth,GCS,GEE,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),✅ Neutral,,,🟢 AUTO-BET - GenF Medium Rain,3%,40%,,14.5,4,1
Mark,14,Trent Rivers,MEL,PTA,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,23%,46%,,4.5,1,1
Mark,10,Mason Redman,ESS,WBD,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-33%,100%,#REF!,6,4,1
Disposal,13,Darcy Byrne-Jones,PTA,GWS,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 AUTO-BET - GenF Medium Rain,0%,50%,,12,9,1
Disposal,13,Sam Powell-Pepper,PTA,GWS,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 AUTO-BET - GenF Medium Rain,1%,46%,,14,9,1
Disposal,10,Patrick Lipinski,COL,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,8%,33%,#REF!,18.5,5,1
Disposal,10,Ryan Byrnes,STK,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,1%,67%,#REF!,18,17,1
Disposal,10,Darcy Wilson,STK,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,,2%,44%,#REF!,18,17,1
Disposal,10,Sam Banks,RIC,NTH,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,-17%,88%,#REF!,22,25,-1
Disposal,10,Hugo Ralphsmith,RIC,NTH,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,,-8%,80%,#REF!,13,16,-1
Disposal,10,Bradley Hill,STK,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,,-5%,56%,#REF!,20,22,-1
Disposal,11,Jase Burgoyne,PTA,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,2%,40%,#REF!,20.5,18,1
Disposal,11,Jeremy Sharp,FRE,PTA,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,-10%,40%,#REF!,16,11,1
Disposal,13,Joe Richards,PTA,GWS,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 AUTO-BET - GenF Medium Rain,12%,50%,,13.5,15,-1
Disposal,11,Oliver Hollands,CAR,GWS,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,2%,40%,#REF!,16.5,17,-1
Disposal,11,Jackson Mead,PTA,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,,8%,50%,#REF!,14.5,5,1
Disposal,11,Isaac Cumming,ADE,WCE,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,-8%,60%,#REF!,15.5,16,-1
Disposal,13,Ben Long,GCS,GEE,GenF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),✅ Neutral,,,🟢 AUTO-BET - GenF Medium Rain,8%,50%,,11,8,1
Mark,14,Aaron Naughton,WBD,STK,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟢 AUTO-BET - KeyF Mark (Priority #1),0%,67%,,5,3,1
Mark,14,Riley Thilthorpe,ADE,HAW,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟢 AUTO-BET - KeyF Mark (Priority #1),1%,54%,,5.5,1,1
Mark,14,Jeremy Cameron,GEE,ESS,KeyF,🟡 Slight (Short Break),✅ Neutral,✅ Neutral,,,🟢 AUTO-BET - KeyF Mark (Priority #1),-20%,70%,,7,6,1
Mark,14,Charlie Curnow,CAR,WCE,KeyF,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET - KeyF Mark (Priority #1),-10%,64%,,7,2,1
Mark,13,Dylan Stephens,NTH,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟢 AUTO-BET - Wing Long Travel,-10%,60%,,6,3,1
Mark,10,Brennan Cox,FRE,GWS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,11%,56%,#REF!,5,3,1
Mark,13,Jaspa Fletcher,BRL,ADE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - Wing Long Travel,3%,58%,,6,5,1
Mark,10,Heath Chapman,FRE,GWS,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,-8%,63%,#REF!,5,4,1
Disposal,13,Jaspa Fletcher,BRL,ADE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,🟢 AUTO-BET - Wing Long Travel,0%,42%,,20,27,-1
Disposal,13,Zac Bailey,BRL,ADE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,🟢 AUTO-BET - Wing Long Travel,3%,58%,,17,21,-1
Disposal,13,Dylan Stephens,NTH,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - Wing Long Travel,-11%,50%,,20,19,1
Mark,10,Jimmy Webster,STK,WCE,GenD,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,,-7%,56%,#REF!,5,6,-1
Disposal,13,Jy Simpkin,NTH,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - Wing Long Travel,9%,46%,,21,23,-1
Tackle,13,Jy Simpkin,NTH,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟢 AUTO-BET - Wing Long Travel,-5%,73%,,4,2,1
Mark,10,Luke Ryan,FRE,GWS,Des,🟠 Moderate (Long Travel),✅ Neutral,🔴 Strong Unders,,,,3%,56%,#REF!,6.5,5,1
Mark,10,Jack Sinclair,STK,WCE,Des,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,,,,-6%,67%,#REF!,4.5,7,-1
Mark,10,Christian Salem,MEL,BRL,Des,✅ Neutral,✅ Neutral,✅ Neutral,,,,32%,22%,#REF!,6,8,-1
Disposal,13,Brayden Fiorini,GCS,GEE,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 AUTO-BET - Wing Long Travel,-2%,40%,,18,24,-1
Disposal,13,Travis Boak,PTA,GWS,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔵 Strong Easy,,,🟢 AUTO-BET - Wing Long Travel,14%,33%,,18.5,22,-1
Disposal,13,Jackson Mead,PTA,GWS,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔵 Strong Easy,,,🟢 AUTO-BET - Wing Long Travel,9%,27%,,13.5,8,1
Mark,14,Jaspa Fletcher,BRL,GWS,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET - Wing Mark (Priority #4),22%,46%,,5,6,-1
Mark,14,Harry Morrison,HAW,ADE,Wing,🟡 Slight (Short Break),✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - Wing Mark (Priority #4),0%,50%,,4.5,5,-1
Mark,14,Karl Amon,HAW,ADE,Wing,🟡 Slight (Short Break),✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - Wing Mark (Priority #4),15%,50%,,4,3,1
Mark,14,Mason Wood,STK,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟢 AUTO-BET - Wing Mark (Priority #4),1%,46%,,6.5,4,1
Mark,14,Bradley Hill,STK,WBD,Wing,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟢 AUTO-BET - Wing Mark (Priority #4),15%,67%,,5.5,4,1
Mark,14,Xavier Duursma,ESS,GEE,Wing,✅ Neutral,✅ Neutral,✅ Neutral,,,🟢 AUTO-BET - Wing Mark (Priority #4),5%,75%,,5,6,-1
Mark,14,Dylan Stephens,NTH,FRE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 AUTO-BET - Wing Mark (Priority #4),4%,55%,,5,2,1
Mark,10,Tom McDonald,MEL,BRL,GenD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,,7%,78%,#REF!,6,6,0
Mark,14,Jase Burgoyne,PTA,MEL,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟢 AUTO-BET - Wing Mark (Priority #4),11%,58%,,4.5,9,-1
Mark,15,Jaspa Fletcher,BRL,GEE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟢 AUTO-BET 🏅#4 - Wing + Mark (Need: Line vs Avg <20% + Line >4.5),10%,43%,,5.5,4,1
Mark,15,Jarrod Berry,BRL,GEE,Wing,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟢 AUTO-BET 🏅#4 - Wing + Mark (Need: Line vs Avg <20% + Line >4.5),0%,58%,,5.5,10,-1
Mark,15,Sam Docherty,CAR,NTH,Wing,✅ Neutral,✅ Neutral,✅ Neutral,,,🟢 AUTO-BET 🏅#4 - Wing + Mark (Need: Line vs Avg <20% + Line >4.5),-5%,67%,,5.5,16,-1
Mark,15,Bailey Williams,WBD,RIC,Wing,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET 🏅#4 - Wing + Mark (Need: Line vs Avg <20% + Line >4.5),0%,0%,,7.5,15,-1
Mark,15,Charlie Curnow,CAR,NTH,KeyF,✅ Neutral,✅ Neutral,🔵 Strong Easy,,,🟢 AUTO-BET 🥇#1 - KeyF + Mark (Need: Lines >5.0),-10%,50%,,6.5,3,1
Mark,15,Sam Darcy,WBD,RIC,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,,,🟢 AUTO-BET 🥇#1 - KeyF + Mark (Need: Lines >5.0),-16%,71%,,8.5,8,1
Mark,15,Cooper Sharman,STK,COL,KeyF,✅ Neutral,✅ Neutral,✅ Neutral,,,🟢 AUTO-BET 🥇#1 - KeyF + Mark (Need: Lines >5.0),7%,46%,,5.5,2,1
Mark,15,Josh Treacy,FRE,ESS,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,🟢 AUTO-BET 🥇#1 - KeyF + Mark (Need: Lines >5.0),-5%,67%,,5.5,3,1
Mark,15,Lachie Ash,GWS,GCS,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),6%,50%,,6.5,4,1
Mark,15,Josh Daicos,COL,STK,Des,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),-15%,75%,,6.5,6,1
Mark,15,Dayne Zorko,BRL,GEE,Des,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),1%,50%,,7,7,0
Mark,15,Nic Martin,ESS,FRE,Des,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),10%,46%,,7,7,0
Mark,15,Connor Idun,GWS,GCS,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),3%,50%,,6.5,10,-1
Mark,15,Bailey Dale,WBD,RIC,Des,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),-29%,85%,,6.5,7,-1
Mark,15,Nick Haynes,CAR,NTH,GenD,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),10%,46%,,8,11,-1
Mark,15,Luke Ryan,FRE,ESS,Des,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),-7%,62%,,6.5,12,-1
Mark,15,Jordan Clark,FRE,ESS,Des,✅ Neutral,✅ Neutral,🔷 Moderate Easy,,,🟢 AUTO-BET 🥉#3 - GenD + Mark (Need: Lines >6.0),-10%,92%,,6,8,-1
Mark,14,Oscar Allen,WCE,CAR,KeyF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-1%,36%,,3.5,4,-1
Mark,12,Xavier Duursma,ESS,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,14%,70%,,5,4,1
Mark,14,Jesse Hogan,GWS,BRL,KeyF,✅ Neutral,✅ Neutral,🔹 Slight Easy,,,,20%,60%,,4,12,-1
Mark,12,Jake Lloyd,SYD,ADE,Wing,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,11%,46%,,6.5,3,1
Mark,12,Hayden McLean,SYD,ADE,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,6%,60%,,3.5,1,1
Tackle,10,Rowan Marshall,STK,WCE,Ruck,🟠 Moderate (Long Travel),✅ Neutral,✅ Neutral,,,,5%,33%,#REF!,3.5,5,-1
Mark,12,Nic Martin,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,14%,40%,,7,7,0
Tackle,12,James Rowbottom,SYD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,11%,55%,,6.5,9,-1
Disposal,12,Darcy Wilmot,BRL,ESS,GenD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,0%,46%,,19.5,14,1
Disposal,12,Corey Wagner,FRE,GCS,GenD,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 STRONG BET,6%,44%,,15,18,-1
Disposal,12,Matt Guelfi,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,7%,50%,,11,10,1
Mark,12,Darcy Wilmot,BRL,ESS,GenD,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,-9%,55%,,6,6,0
Disposal,12,Jade Gresham,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,4%,63%,,12.5,13,-1
Disposal,12,Isaac Kako,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,6%,50%,,9.5,11,-1
Disposal,12,Nic Martin,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,0%,60%,,25.5,29,-1
Disposal,12,Ben Hobbs,ESS,BRL,GenF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,3%,70%,,15,19,-1
Tackle,12,Chad Warner,SYD,ADE,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-5%,65%,,4,4,0
Tackle,12,Lloyd Meek,HAW,COL,Ruck,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-10%,70%,,4,4,0
Mark,12,Nathan Broad,RIC,GWS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,14%,46%,,5.5,7,-1
Mark,12,Mark Keane,ADE,SYD,KeyD,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟢 STRONG BET,-11%,46%,,4.5,10,-1
Tackle,12,Max Holmes,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,4%,64%,,3.5,3,1
Tackle,10,Kade Chandler,MEL,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,5%,67%,#REF!,3.5,0,1
Tackle,12,Bailey Smith,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,-2%,50%,,6,4,1
Mark,12,Ben Miller,RIC,GWS,KeyD,✅ Neutral,✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,16%,36%,,5,6,-1
Mark,12,Brody Mihocek,COL,HAW,KeyF,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟢 STRONG BET,33%,56%,,3,6,-1
Disposal,12,Sam De Koning,GEE,WCE,KeyD,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-10%,73%,,15.5,12,1
Tackle,12,Tom Atkins,GEE,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,17%,36%,,8.5,10,-1
Disposal,12,Josh Treacy,FRE,GCS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 STRONG BET,-4%,55%,,11.5,15,-1
Disposal,12,Eric Hipwood,BRL,ESS,KeyF,🟡 Slight (Short Break),✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-6%,55%,,11,12,-1
Disposal,12,Logan Morris,BRL,ESS,KeyF,🟡 Slight (Short Break),✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-15%,70%,,10,11,-1
Disposal,12,Jye Amiss,FRE,GCS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 STRONG BET,-3%,79%,,8,9,-1
Disposal,12,Patrick Voss,FRE,GCS,KeyF,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟡 Slight Unders,,,🟢 STRONG BET,16%,29%,,9,7,1
Disposal,12,Todd Goldstein,ESS,BRL,Ruck,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,3%,60%,,12,8,1
Disposal,12,Luke Jackson,FRE,GCS,Ruck,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🔴 Strong Unders,,,🟢 STRONG BET,10%,38%,,16,27,-1
Disposal,12,Jaspa Fletcher,BRL,ESS,Wing,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,-3%,46%,,20.5,21,-1
Disposal,17,Lachlan McNeil,WBD,NTH,GenF,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,,-13%,57%,,12.5,0,1
Mark,17,Jack Williams,WCE,GWS,KeyF,✅ Neutral,✅ Neutral,🟠 Moderate Unders,2,🥇,,-11%,50%,,4.5,0,1
Disposal,12,Zac Bailey,BRL,ESS,Wing,🟡 Slight (Short Break),✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,5%,55%,,16.5,20,-1
Disposal,12,Xavier Duursma,ESS,BRL,Wing,✅ Neutral,✅ Neutral,🟡 Slight Unders,,,🟢 STRONG BET,9%,50%,,19.5,12,1
Disposal,12,Jeremy Sharp,FRE,GCS,Wing,🟠 Moderate (Long Travel),⚠️ Medium Unders Edge (Rain),🟠 Moderate Unders,,,🟢 STRONG BET,-3%,46%,,15,4,1
Disposal,12,Oliver Dempsey,GEE,WCE,Wing,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,,,🟢 STRONG BET,-3%,55%,,17.5,14,1
Disposal,12,Jake Lloyd,SYD,ADE,Wing,✅ Neutral,✅ Neutral,🔴 Strong Unders,,,🟢 STRONG BET,6%,46%,,20,11,1
Mark,17,Nasiah Wanganeen-Milera,STK,HAW,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,🥇,Des + Mark + Avg <-10%,-13%,53%,,6.5,6,1
Mark,17,Daniel Rioli,GCS,ESS,Des,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,3,🥇,Des + Mark + Avg <-10%,-23%,86%,,5,3,1
Mark,17,Bailey Dale,WBD,NTH,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,🥇,Des + Mark + Avg <-10%,-13%,73%,,5.5,2,1
Tackle,17,Andrew Brayshaw,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,11%,47%,,6,3,1
Tackle,17,Caleb Serong,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,,,,5%,66%,,4.5,3,1
Mark,17,Sam Banks,RIC,GEE,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,3,🥇,Des + Mark + Avg <-10%,-18%,71%,,4.5,6,-1
Disposal,17,Andrew Brayshaw,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4,🥈,Disposal + Neutral Weather + Line >27,-1%,33%,,28.5,24,1
Disposal,17,Caleb Serong,FRE,SYD,InsM,🟠 Moderate (Long Travel),✅ Neutral,🟠 Moderate Unders,4,🥈,Disposal + Neutral Weather + Line >27,-4%,47%,,27.5,11,1
Disposal,17,Jye Caldwell,ESS,GCS,InsM,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4,🥈,Disposal + Neutral Weather + Line >27,-2%,50%,,27.5,15,1
Disposal,17,Noah Anderson,GCS,ESS,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔷 Moderate Easy,4,🥈,Disposal + Neutral Weather + Line >27,0%,50%,,30.5,30,1
Disposal,17,Harry Sheezel,NTH,WBD,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,🥈,Disposal + Neutral Weather + Line >27,5%,27%,,26.5,22,1
Disposal,17,Bailey Dale,WBD,NTH,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,🥈,Disposal + Neutral Weather + Line >27,1%,47%,,28,13,1
Disposal,17,Ed Richards,WBD,NTH,InsM,✅ Neutral,✅ Neutral,🔹 Slight Easy,4,🥈,Disposal + Neutral Weather + Line >27,-2%,40%,,26.5,26,1
Disposal,17,George Hewett,CAR,COL,InsM,✅ Neutral,✅ Neutral,✅ Neutral,4,🥈,Disposal + Neutral Weather + Line >27,2%,47%,,27.5,18,1
Disposal,17,Josh Daicos,COL,CAR,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,🥈,Disposal + Neutral Weather + Line >27,-2%,40%,,28.5,27,1
Disposal,17,Colby McKercher,NTH,WBD,Des,✅ Neutral,✅ Neutral,🟡 Slight Unders,4,🥈,Disposal + Neutral Weather + Line >27,-4%,45%,,28.5,32,-1
Disposal,17,Connor Rozee,PTA,BRL,Des,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,4,🥈,Disposal + Neutral Weather + Line >27,5%,40%,,27.5,31,-1
Disposal,17,Finn Callaghan,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,4,🥈,Disposal + Neutral Weather + Line >27,-1%,60%,,27.5,37,-1
Disposal,17,Lachie Ash,GWS,WCE,Des,🟠 Moderate (Long Travel),✅ Neutral,🟡 Slight Unders,4,🥈,Disposal + Neutral Weather + Line >27,-3%,60%,,30,29,-1
Mark,17,Dayne Zorko,BRL,PTA,Des,✅ Neutral,✅ Neutral,🟠 Moderate Unders,7,🥉,,1%,53%,,7,5,1
Disposal,17,Tom Green,GWS,WCE,InsM,🟠 Moderate (Long Travel),✅ Neutral,🔵 Strong Easy,4,🥈,Disposal + Neutral Weather + Line >27,0%,60%,,31,35,-1
Mark,17,John Noble,GCS,ESS,Des,🟠 Moderate (Long Travel),✅ Neutral,🔹 Slight Easy,7,🥉,,-9%,64%,,5.5,4,1
Disposal,17,Nick Daicos,COL,CAR,InsM,✅ Neutral,✅ Neutral,🟠 Moderate Unders,4,🥈,Disposal + Neutral Weather + Line >27,0%,47%,,29.5,36,-1
Disposal,17,Zach Merrett,ESS,GCS,Des,✅ Neutral,✅ Neutral,🔷 Moderate Easy,4,🥈,Disposal + Neutral Weather + Line >27,-1%,50%,,27.5,40,-1
